date,game_id,home_team,away_team,venue,home_edge_score,away_edge_score,edge_diff,ou_score,ou_convergence_boost,model_total,actual_total,home_score,away_score,home_won,bet_signal,bet_side,model_win_prob,diff_signal,diff_side,ou_signal,ml_result,diff_result,ou_result,home_zone,home_pitch,home_walk,home_hand,away_zone,away_pitch,away_walk,away_hand,park_factor,park_weather_adj,home_bp_mod,away_bp_mod,home_bullpen_score,away_bullpen_score,home_ml,away_ml,home_edge_rw,away_edge_rw
2025-09-08,776399,San Francisco Giants,Arizona Diamondbacks,Oracle Park,43.44,33.7,9.7,57.5,0.0,9.5,16,11.0,5.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,3.78,16.56,15.0,4.5,0.0,13.81,9.39,10.0,0.97,0.0,0.0,0.0,55.0,55.0,-189.0,154.0,42.36,29.12
2025-09-08,776410,Athletics,Boston Red Sox,Sutter Health Park,39.51,41.26,1.8,59.0,0.0,9.4,7,0.0,7.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,2.16,16.97,7.38,10.0,4.32,17.62,14.82,4.5,1.0,0.0,0.0,0.0,55.0,55.0,140.0,-167.0,34.11,39.99
2025-09-08,776408,Los Angeles Dodgers,Colorado Rockies,Dodger Stadium,65.62,30.91,34.7,59.2,0.0,9.2,4,3.0,1.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,19.46,23.1,7.56,12.5,5.95,6.03,11.43,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-385.0,300.0,61.69,31.19
2025-09-09,776401,Baltimore Orioles,Pittsburgh Pirates,Oriole Park at Camden Yards,59.14,58.85,0.3,43.4,-8.0,8.2,5,3.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,14.59,21.61,7.44,12.5,30.81,18.04,0.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-149.0,125.0,54.48,57.64
2025-09-09,776403,Cleveland Guardians,Kansas City Royals,Progressive Field,29.5,41.87,12.4,62.0,0.0,9.7,2,2.0,0.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,5.41,13.59,0.0,7.5,9.73,16.77,7.87,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,-105.0,24.59,39.19
2025-09-09,776397,Miami Marlins,Washington Nationals,loanDepot park,48.01,51.63,3.6,55.4,0.0,9.0,12,5.0,7.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,6.49,24.24,4.28,10.0,5.41,29.01,4.71,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-125.0,104.0,40.81,42.2
2025-09-09,776404,Philadelphia Phillies,New York Mets,Citizens Bank Park,49.29,39.41,9.9,58.2,0.0,9.3,12,9.0,3.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,17.84,5.7,12.75,10.0,12.97,11.66,7.28,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-137.0,114.0,51.85,38.66
2025-09-09,776398,New York Yankees,Detroit Tigers,Yankee Stadium,36.64,35.37,1.3,60.7,0.0,9.6,14,2.0,12.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,9.19,11.59,5.36,7.5,0.0,12.87,15.0,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-154.0,129.0,34.55,33.44
2025-09-09,776393,Toronto Blue Jays,Houston Astros,Rogers Centre,35.92,41.63,5.7,60.1,0.0,9.5,7,4.0,3.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,8.11,8.5,3.81,12.5,13.51,11.23,6.89,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-149.0,125.0,32.33,40.18
2025-09-09,776402,Atlanta Braves,Chicago Cubs,Truist Park,46.82,51.03,4.2,55.9,0.0,9.0,7,1.0,6.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,7.57,18.07,8.18,10.0,9.73,27.09,6.71,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-105.0,-115.0,42.55,45.28
2025-09-09,776388,Chicago White Sox,Tampa Bay Rays,Rate Field,72.64,45.55,27.1,54.1,0.0,8.6,9,4.0,5.0,False,HOME,HOME,0.6316,NO BET,,NO BET,LOSS,NO BET,NO BET,35.14,30.0,0.0,4.5,4.86,30.0,3.19,7.5,1.0,0.0,0.0,0.0,55.0,55.0,114.0,-137.0,71.05,36.99
2025-09-09,776395,Texas Rangers,Milwaukee Brewers,Globe Life Field,49.27,40.29,9.0,58.0,0.0,9.3,9,5.0,4.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,17.3,16.2,2.77,10.0,5.95,18.75,5.59,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,-105.0,46.25,34.79
2025-09-09,776390,Los Angeles Angels,Minnesota Twins,Angel Stadium,44.07,51.4,7.3,56.6,0.0,9.1,14,12.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,7.57,17.85,5.65,10.0,8.11,20.75,10.04,12.5,1.0,0.0,0.0,0.0,55.0,55.0,100.0,-120.0,39.19,46.2
2025-09-09,776392,San Diego Padres,Cincinnati Reds,Petco Park,52.72,40.9,11.8,57.5,0.0,9.2,6,2.0,4.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,14.59,16.57,8.56,10.0,0.0,16.61,14.29,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-189.0,154.0,50.53,36.95
2025-09-09,776391,Seattle Mariners,St. Louis Cardinals,T-Mobile Park,64.11,42.3,21.8,55.9,0.0,8.9,8,5.0,3.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,19.46,16.65,15.0,10.0,12.43,6.06,13.81,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-208.0,170.0,64.72,43.83
2025-09-09,776394,San Francisco Giants,Arizona Diamondbacks,Oracle Park,56.06,36.9,19.2,55.3,0.0,9.1,8,5.0,3.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,30.27,12.01,0.0,10.0,0.0,18.89,7.46,10.0,0.97,0.0,0.0,0.0,55.0,55.0,-143.0,118.0,56.34,30.42
2025-09-09,776396,Athletics,Boston Red Sox,Sutter Health Park,56.21,45.44,10.8,55.7,0.0,9.0,6,0.0,6.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,24.86,15.36,8.49,4.5,7.57,18.15,7.22,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,-105.0,58.47,40.06
2025-09-09,776389,Los Angeles Dodgers,Colorado Rockies,Dodger Stadium,49.95,28.83,21.1,61.4,0.0,9.6,9,7.0,2.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,10.27,20.17,4.01,12.5,10.81,8.02,0.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-333.0,260.0,43.78,25.79
2025-09-10,776375,Texas Rangers,Milwaukee Brewers,Globe Life Field,44.9,33.51,11.4,60.5,0.0,9.5,9,6.0,3.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,7.57,14.93,9.4,10.0,3.78,13.71,3.52,12.5,1.0,0.0,0.0,0.0,55.0,55.0,104.0,-125.0,41.8,27.48
2025-09-10,776379,Athletics,Boston Red Sox,Sutter Health Park,35.92,49.61,13.7,59.3,0.0,9.4,9,5.0,4.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,0.0,16.74,6.18,10.0,7.57,21.88,7.66,12.5,1.0,0.0,0.0,0.0,55.0,55.0,100.0,-120.0,29.77,43.35
2025-09-10,776374,San Francisco Giants,Arizona Diamondbacks,Oracle Park,38.94,36.15,2.8,57.3,0.0,9.5,8,3.0,5.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,11.89,7.55,8.47,7.5,0.0,14.96,8.16,12.5,0.97,0.0,0.0,0.0,55.0,55.0,-125.0,104.0,39.37,30.08
2025-09-10,776376,Los Angeles Angels,Minnesota Twins,Angel Stadium,44.29,60.58,16.3,55.7,0.0,8.9,7,4.0,3.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,0.54,21.41,9.34,10.0,12.97,27.15,7.96,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-120.0,100.0,37.86,54.21
2025-09-10,776387,Baltimore Orioles,Pittsburgh Pirates,Oriole Park at Camden Yards,57.45,74.74,17.3,42.3,-8.0,8.0,3,2.0,1.0,True,AWAY,AWAY,0.6369,NO BET,,NO BET,LOSS,NO BET,NO BET,9.19,20.26,15.0,10.0,32.43,23.01,11.8,7.5,1.0,0.0,0.0,0.0,55.0,55.0,135.0,-161.0,54.78,76.55
2025-09-10,776382,Cleveland Guardians,Kansas City Royals,Progressive Field,42.75,43.32,0.6,57.8,0.0,9.3,7,3.0,4.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.27,14.59,4.89,10.0,24.86,13.96,0.0,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,39.14,43.69
2025-09-10,776386,Miami Marlins,Washington Nationals,loanDepot park,44.73,48.83,4.1,56.7,0.0,9.1,11,8.0,3.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,7.03,27.2,0.0,7.5,0.0,26.9,11.93,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-149.0,125.0,36.56,41.5
2025-09-10,776384,Philadelphia Phillies,New York Mets,Citizens Bank Park,46.86,59.93,13.1,54.9,0.0,8.8,14,11.0,3.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,17.84,4.75,13.77,7.5,14.59,24.84,13.0,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-169.0,140.0,50.78,57.56
2025-09-10,776383,New York Yankees,Detroit Tigers,Yankee Stadium,53.37,61.02,7.7,52.9,0.0,8.6,12,1.0,11.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,14.59,16.44,6.84,12.5,24.86,13.66,15.0,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-175.0,145.0,49.93,64.47
2025-09-10,776385,Toronto Blue Jays,Houston Astros,Rogers Centre,38.7,41.63,2.9,59.2,0.0,9.4,5,2.0,3.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,9.19,9.3,4.71,12.5,13.51,11.23,6.89,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-154.0,129.0,35.38,40.18
2025-09-10,776381,Atlanta Braves,Chicago Cubs,Truist Park,45.59,51.8,6.2,56.1,0.0,9.0,5,2.0,3.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,17.59,15.0,10.0,2.7,24.1,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-175.0,145.0,41.57,46.65
2025-09-10,776378,Chicago White Sox,Tampa Bay Rays,Rate Field,48.09,69.05,21.0,53.7,0.0,8.6,11,6.0,5.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,7.03,24.55,3.51,10.0,14.05,30.0,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,110.0,-130.0,40.73,64.88
2025-09-10,776377,San Diego Padres,Cincinnati Reds,Petco Park,45.3,21.98,23.3,63.9,0.0,9.9,3,1.0,2.0,False,HOME,HOME,0.5357,NO BET,,NO BET,LOSS,NO BET,NO BET,0.0,17.58,12.22,12.5,0.0,6.89,5.09,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-149.0,125.0,39.7,18.17
2025-09-10,776373,Seattle Mariners,St. Louis Cardinals,T-Mobile Park,49.65,58.39,8.7,54.3,0.0,8.8,6,4.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,3.78,17.87,15.0,10.0,23.78,12.11,15.0,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-227.0,185.0,46.4,62.01
2025-09-10,776380,Los Angeles Dodgers,Colorado Rockies,Dodger Stadium,53.72,40.47,13.2,57.5,0.0,9.2,9,9.0,0.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,12.43,22.44,3.35,12.5,3.24,12.23,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-345.0,275.0,47.26,38.6
2025-09-11,776372,Baltimore Orioles,Pittsburgh Pirates,Oriole Park at Camden Yards,58.79,58.75,0.0,43.5,-8.0,8.2,5,3.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,18.92,24.81,7.56,4.5,14.59,26.67,7.49,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-120.0,100.0,56.95,53.58
2025-09-11,776364,Chicago White Sox,Tampa Bay Rays,Rate Field,61.64,54.25,7.4,52.6,0.0,8.6,6,5.0,1.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,15.68,30.0,8.46,4.5,7.57,30.0,6.68,10.0,1.0,0.0,0.0,0.0,55.0,55.0,110.0,-130.0,57.92,46.4
2025-09-11,776369,Toronto Blue Jays,Houston Astros,Rogers Centre,44.14,34.89,9.2,60.1,0.0,9.5,6,6.0,0.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,11.89,7.39,9.36,12.5,5.41,19.48,0.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-167.0,140.0,43.17,27.58
2025-09-11,776367,Miami Marlins,Washington Nationals,loanDepot park,59.79,31.87,27.9,59.5,0.0,9.3,5,5.0,0.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,10.27,30.0,9.02,7.5,0.0,24.5,2.87,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-130.0,110.0,54.01,24.6
2025-09-11,776368,New York Yankees,Detroit Tigers,Yankee Stadium,47.67,37.78,9.9,58.9,0.0,9.4,12,9.0,3.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,15.68,13.32,5.67,10.0,7.57,5.21,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-169.0,140.0,45.82,38.76
2025-09-11,776370,Cleveland Guardians,Kansas City Royals,Progressive Field,50.44,29.13,21.3,61.2,0.0,9.6,5,3.0,2.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,17.3,16.02,4.12,10.0,0.0,16.99,7.64,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-139.0,118.0,47.83,25.14
2025-09-11,776371,Philadelphia Phillies,New York Mets,Citizens Bank Park,48.37,42.9,5.5,57.3,0.0,9.2,10,6.0,4.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,16.76,7.93,10.68,10.0,16.76,13.97,4.67,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-120.0,100.0,49.54,41.69
2025-09-11,776365,San Diego Padres,Colorado Rockies,Petco Park,42.92,27.21,15.7,62.5,0.0,9.8,2,2.0,0.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,0.0,20.84,6.58,12.5,0.0,11.53,5.68,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-278.0,220.0,34.95,22.32
2025-09-11,776362,Seattle Mariners,Los Angeles Angels,T-Mobile Park,42.7,27.79,14.9,62.4,0.0,9.8,13,7.0,6.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,1.62,15.45,10.13,12.5,5.41,6.69,8.19,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-169.0,140.0,37.48,26.91
2025-09-12,776352,Chicago Cubs,Tampa Bay Rays,Wrigley Field,41.22,56.77,15.6,57.0,0.0,9.1,10,6.0,4.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,1.62,26.53,2.57,7.5,20.54,19.33,6.9,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-164.0,135.0,32.7,54.74
2025-09-12,776351,Washington Nationals,Pittsburgh Pirates,Nationals Park,48.71,51.18,2.5,55.3,0.0,9.0,11,6.0,5.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,7.03,18.52,10.16,10.0,7.03,27.84,8.81,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,44.73,45.19
2025-09-12,776354,Philadelphia Phillies,Kansas City Royals,Citizens Bank Park,44.01,40.52,3.5,58.4,0.0,9.3,10,8.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,8.11,20.61,4.79,7.5,16.76,14.97,1.29,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-139.0,118.0,39.12,38.14
2025-09-12,776353,Toronto Blue Jays,Baltimore Orioles,Rogers Centre,51.9,40.91,11.0,57.5,0.0,9.2,7,6.0,1.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,2.16,30.0,6.74,10.0,16.22,17.74,2.45,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-135.0,114.0,42.85,38.98
2025-09-12,776359,New York Mets,Texas Rangers,Citi Field,43.29,47.3,4.0,57.3,0.0,9.2,11,3.0,8.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.95,18.75,5.59,10.0,16.76,8.04,15.0,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,-105.0,37.79,50.43
2025-09-12,776361,Cleveland Guardians,Chicago White Sox,Progressive Field,58.91,48.22,10.7,54.6,0.0,8.8,4,4.0,0.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.81,24.05,13.55,7.5,14.59,19.27,4.36,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-139.0,118.0,56.04,44.19
2025-09-12,776366,Miami Marlins,Detroit Tigers,loanDepot park,44.15,47.82,3.7,57.0,0.0,9.2,10,8.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,11.35,13.17,6.63,10.0,0.0,29.24,14.08,4.5,1.0,0.0,0.0,0.0,55.0,55.0,165.0,-200.0,41.63,42.28
2025-09-12,776363,Boston Red Sox,New York Yankees,Fenway Park,29.48,36.66,7.2,62.5,0.0,9.8,5,1.0,4.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,6.59,12.39,7.5,0.0,19.18,7.48,10.0,1.0,0.0,0.0,0.0,55.0,55.0,100.0,-120.0,28.53,30.21
2025-09-12,776360,Atlanta Braves,Houston Astros,Truist Park,34.01,55.32,21.3,59.3,0.0,9.3,14,3.0,11.0,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET,5.41,10.02,5.58,10.0,11.35,25.81,8.16,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-135.0,114.0,30.71,49.83
2025-09-12,776355,Minnesota Twins,Arizona Diamondbacks,Target Field,49.98,50.26,0.3,55.0,0.0,8.9,17,9.0,8.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,12.43,17.29,7.26,10.0,4.32,24.51,11.43,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-143.0,120.0,46.77,44.41
2025-09-12,776356,Milwaukee Brewers,St. Louis Cardinals,American Family Field,42.7,34.73,8.0,62.3,0.0,9.6,10,8.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,9.19,12.42,8.49,10.0,0.0,18.27,6.81,10.0,1.02,0.0,0.0,0.0,55.0,55.0,-182.0,150.0,40.41,28.4
2025-09-12,776357,San Diego Padres,Colorado Rockies,Petco Park,56.8,27.21,29.6,61.2,0.0,9.5,6,2.0,4.0,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,13.51,25.09,2.7,12.5,0.0,11.53,5.68,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-278.0,225.0,49.7,22.32
2025-09-12,776358,Athletics,Cincinnati Reds,Sutter Health Park,60.05,65.58,5.5,35.4,-15.0,7.8,3,3.0,0.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,17.3,15.03,14.72,10.0,27.57,18.3,9.71,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-118.0,-102.0,60.53,66.16
2025-09-12,776345,Seattle Mariners,Los Angeles Angels,T-Mobile Park,50.99,37.99,13.0,58.5,0.0,9.3,3,2.0,1.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,0.0,20.49,15.0,12.5,4.32,10.09,13.58,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-189.0,154.0,45.36,36.56
2025-09-12,776350,San Francisco Giants,Los Angeles Dodgers,Oracle Park,33.02,42.82,9.8,57.8,0.0,9.5,6,5.0,1.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,3.78,3.9,14.4,7.5,5.95,13.0,13.24,10.0,0.97,0.0,0.0,0.0,55.0,55.0,125.0,-149.0,34.19,40.86
2025-09-13,776338,Chicago Cubs,Tampa Bay Rays,Wrigley Field,54.33,46.62,7.7,55.6,0.0,9.0,9,4.0,5.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,2.16,26.96,14.71,7.5,3.78,18.24,14.6,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,49.05,43.17
2025-09-13,776343,Toronto Blue Jays,Baltimore Orioles,Rogers Centre,59.43,45.55,13.9,55.4,0.0,8.9,9,5.0,4.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,15.14,18.79,15.0,7.5,9.73,15.59,10.23,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-175.0,145.0,59.33,42.98
2025-09-13,776336,Washington Nationals,Pittsburgh Pirates,Nationals Park,60.56,46.95,13.6,54.9,0.0,8.8,6,1.0,5.0,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,7.57,27.0,10.49,12.5,8.11,28.32,3.02,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,53.69,39.53
2025-09-13,776349,New York Mets,Texas Rangers,Citi Field,43.29,24.44,18.8,63.3,0.0,9.9,5,2.0,3.0,False,HOME,HOME,0.5229,NO BET,,NO BET,LOSS,NO BET,NO BET,5.95,18.75,5.59,10.0,0.0,5.07,9.37,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-161.0,135.0,37.79,22.25
2025-09-13,776347,Miami Marlins,Detroit Tigers,loanDepot park,38.76,50.9,12.1,58.3,0.0,9.3,10,6.0,4.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,1.08,13.58,13.6,7.5,4.86,29.68,6.36,10.0,1.0,0.0,0.0,0.0,55.0,55.0,110.0,-130.0,36.51,42.44
2025-09-13,776344,Boston Red Sox,New York Yankees,Fenway Park,31.89,36.33,4.4,61.8,0.0,9.8,8,3.0,5.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,12.77,11.62,4.5,4.86,19.98,6.99,4.5,1.0,0.0,0.0,0.0,55.0,55.0,129.0,-154.0,30.08,32.46
2025-09-13,776342,Philadelphia Phillies,Kansas City Royals,Citizens Bank Park,30.93,45.07,14.1,61.2,0.0,9.6,14,8.0,6.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,0.54,16.23,1.16,10.0,11.35,14.27,11.95,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-141.0,120.0,23.7,44.51
2025-09-13,776348,Cleveland Guardians,Chicago White Sox,Progressive Field,52.54,31.99,20.6,60.1,0.0,9.4,4,3.0,1.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,5.95,25.38,8.21,10.0,0.0,26.22,1.27,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-167.0,140.0,45.97,23.84
2025-09-13,776337,Minnesota Twins,Arizona Diamondbacks,Target Field,62.04,57.62,4.4,43.5,-8.0,8.2,7,2.0,5.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,20.54,16.0,15.0,7.5,18.92,18.24,10.46,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-135.0,114.0,63.89,56.47
2025-09-13,776346,Atlanta Braves,Houston Astros,Truist Park,67.68,68.89,1.2,32.8,-15.0,7.5,8,2.0,6.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,36.76,10.14,5.28,12.5,28.65,22.25,7.99,10.0,1.0,0.0,0.0,0.0,55.0,55.0,114.0,-135.0,70.49,68.2
2025-09-13,776339,Milwaukee Brewers,St. Louis Cardinals,American Family Field,39.39,44.97,5.6,60.7,0.0,9.4,17,9.0,8.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.95,13.27,7.54,10.0,1.08,19.34,15.0,10.0,1.02,0.0,0.0,0.0,55.0,55.0,-182.0,150.0,35.91,40.76
2025-09-13,776341,San Diego Padres,Colorado Rockies,Petco Park,55.97,26.49,29.5,61.5,0.0,9.6,14,11.0,3.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,9.73,29.06,1.68,12.5,0.0,10.83,5.66,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-385.0,300.0,46.69,21.78
2025-09-13,776328,San Francisco Giants,Los Angeles Dodgers,Oracle Park,48.56,35.28,13.3,56.6,0.0,9.3,20,7.0,13.0,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,11.35,8.54,15.0,10.0,0.0,15.15,7.11,12.5,0.97,0.0,0.0,0.0,55.0,55.0,-115.0,-105.0,49.52,28.88
2025-09-13,776333,Seattle Mariners,Los Angeles Angels,T-Mobile Park,48.18,27.38,20.8,62.0,0.0,9.7,8,5.0,3.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,0.0,17.68,15.0,12.5,0.0,8.19,9.19,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-238.0,195.0,43.3,24.31
2025-09-13,776340,Athletics,Cincinnati Reds,Sutter Health Park,38.96,34.43,4.5,60.8,0.0,9.6,16,11.0,5.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,3.24,14.42,8.3,10.0,0.54,16.08,7.81,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-105.0,-115.0,34.72,29.01
2025-09-14,776320,Washington Nationals,Pittsburgh Pirates,Nationals Park,44.12,57.74,13.6,56.0,0.0,9.0,7,4.0,3.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,3.24,18.38,9.5,10.0,31.89,15.85,0.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,100.0,-120.0,39.15,57.36
2025-09-14,776334,Philadelphia Phillies,Kansas City Royals,Citizens Bank Park,66.85,44.63,22.2,54.9,0.0,8.8,13,3.0,10.0,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,21.62,21.3,10.93,10.0,11.89,13.2,9.54,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-149.0,125.0,65.62,43.0
2025-09-14,776329,Atlanta Braves,Houston Astros,Truist Park,34.41,49.93,15.5,59.7,0.0,9.4,11,8.0,3.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,3.78,10.75,4.38,12.5,11.35,17.87,10.71,10.0,1.0,0.0,0.0,0.0,55.0,55.0,114.0,-135.0,29.4,47.24
2025-09-14,776322,Toronto Blue Jays,Baltimore Orioles,Rogers Centre,57.68,46.24,11.4,55.4,0.0,8.9,13,11.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,11.35,28.45,7.38,7.5,11.89,14.41,9.94,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-208.0,170.0,52.12,44.39
