date,game_id,home_team,away_team,venue,home_edge_score,away_edge_score,edge_diff,ou_score,ou_convergence_boost,model_total,actual_total,home_score,away_score,home_won,bet_signal,bet_side,model_win_prob,diff_signal,diff_side,ou_signal,ml_result,diff_result,ou_result,home_zone,home_pitch,home_walk,home_hand,away_zone,away_pitch,away_walk,away_hand,park_factor,park_weather_adj,home_bp_mod,away_bp_mod,home_bullpen_score,away_bullpen_score,home_ml,away_ml,home_edge_rw,away_edge_rw
2025-03-28,778560,Tampa Bay Rays,Colorado Rockies,George M. Steinbrenner Field,43.63,36.56,7.1,59.7,0.0,9.5,5,3.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.95,16.94,5.24,12.5,0.0,14.41,14.65,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-222.0,179.0,37.68,34.12
2025-03-28,778549,Toronto Blue Jays,Baltimore Orioles,Rogers Centre,47.01,42.64,4.4,52.7,0.0,8.9,10,8.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,1.62,20.83,8.56,10.0,1.08,18.68,9.88,10.0,1.0,3.0,0.0,0.0,55.0,55.0,-125.0,104.0,40.77,37.2
2025-03-28,778548,Miami Marlins,Pittsburgh Pirates,loanDepot park,45.86,35.56,10.3,61.3,0.0,9.6,7,3.0,4.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.41,20.08,7.37,10.0,2.16,14.2,11.7,7.5,1.0,0.0,0.0,0.0,55.0,55.0,118.0,-135.0,40.35,32.88
2025-03-28,778550,Texas Rangers,Boston Red Sox,Globe Life Field,38.5,37.39,1.1,59.9,0.0,9.5,5,4.0,1.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.81,11.47,3.22,10.0,3.78,17.22,6.39,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-105.0,-115.0,35.4,32.02
2025-03-28,778518,Houston Astros,New York Mets,Daikin Park,44.52,35.19,9.3,60.0,0.0,9.5,4,1.0,3.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,16.76,4.87,9.89,10.0,6.49,10.78,5.42,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,-105.0,46.3,31.05
2025-03-28,778543,Arizona Diamondbacks,Chicago Cubs,Chase Field,41.45,37.5,4.0,59.6,0.0,9.5,9,8.0,1.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,3.24,15.13,10.08,10.0,10.81,7.19,15.0,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-143.0,125.0,37.5,40.51
2025-03-28,778541,Seattle Mariners,Athletics,T-Mobile Park,37.3,49.49,12.2,60.5,0.0,9.4,7,0.0,7.0,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET,0.0,14.25,10.05,10.0,18.38,12.83,10.78,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-139.0,120.0,32.85,50.58
2025-03-28,778542,San Diego Padres,Atlanta Braves,Petco Park,37.09,28.47,8.6,62.8,0.0,9.9,7,4.0,3.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,21.29,5.3,7.5,0.0,11.99,6.48,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-135.0,114.0,30.33,23.67
2025-03-28,778544,Los Angeles Dodgers,Detroit Tigers,Dodger Stadium,47.73,63.23,15.5,54.4,0.0,8.8,13,8.0,5.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,5.41,17.14,12.18,10.0,26.49,11.74,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-222.0,185.0,44.29,66.73
2025-03-29,778538,New York Yankees,Milwaukee Brewers,Yankee Stadium,46.22,35.05,11.2,59.9,0.0,9.5,29,20.0,9.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,7.57,15.79,9.86,10.0,0.0,12.08,12.97,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-164.0,140.0,43.01,31.95
2025-03-29,778534,Chicago White Sox,Los Angeles Angels,Rate Field,41.36,48.68,7.3,59.3,0.0,9.3,1,0.0,1.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,2.7,13.06,10.1,12.5,0.0,30.0,8.68,10.0,1.0,0.0,0.0,0.0,55.0,55.0,140.0,-161.0,37.01,39.66
2025-03-29,778528,St. Louis Cardinals,Minnesota Twins,Busch Stadium,56.68,65.21,8.5,45.1,-8.0,8.3,6,5.0,1.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,14.59,18.26,10.83,10.0,19.46,20.75,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,54.65,64.72
2025-03-29,778536,Toronto Blue Jays,Baltimore Orioles,Rogers Centre,65.95,36.35,29.6,52.7,0.0,8.8,14,5.0,9.0,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,24.86,14.03,13.56,7.5,2.7,13.87,6.78,10.0,1.0,3.0,0.0,0.0,55.0,55.0,-120.0,110.0,68.92,31.73
2025-03-29,778535,Washington Nationals,Philadelphia Phillies,Nationals Park,36.25,50.91,14.7,59.0,0.0,9.3,17,6.0,11.0,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET,1.62,9.69,11.94,10.0,16.22,17.57,7.12,10.0,1.0,0.0,0.0,0.0,55.0,55.0,135.0,-154.0,33.88,48.44
2025-03-29,778529,Kansas City Royals,Cleveland Guardians,Kauffman Stadium,41.43,50.47,9.0,59.1,0.0,9.3,7,4.0,3.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,3.78,15.2,14.95,4.5,23.24,14.18,3.05,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,100.0,40.71,49.4
2025-03-29,778540,Cincinnati Reds,San Francisco Giants,Great American Ball Park,41.29,54.73,13.4,58.1,0.0,9.1,5,3.0,2.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,0.0,18.76,7.22,12.5,10.27,24.6,10.13,10.0,1.01,0.0,0.0,0.0,55.0,55.0,-120.0,104.0,34.08,49.87
2025-03-29,778537,Tampa Bay Rays,Colorado Rockies,George M. Steinbrenner Field,68.54,34.63,33.9,59.4,0.0,9.2,3,1.0,2.0,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,17.3,22.1,13.64,12.5,12.97,11.66,0.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-182.0,154.0,66.01,31.11
2025-03-29,778539,Miami Marlins,Pittsburgh Pirates,loanDepot park,53.17,30.19,23.0,62.2,0.0,9.6,9,5.0,4.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,9.19,20.23,10.75,10.0,0.0,19.68,6.01,4.5,1.0,0.0,0.0,0.0,55.0,55.0,104.0,-120.0,49.38,25.04
2025-03-29,778531,Texas Rangers,Boston Red Sox,Globe Life Field,59.02,45.96,13.1,55.3,0.0,8.9,7,4.0,3.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,20.54,11.09,14.39,10.0,14.05,13.75,8.16,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,-105.0,61.19,44.3
2025-03-29,778530,Houston Astros,New York Mets,Daikin Park,38.68,37.95,0.7,61.3,0.0,9.6,3,2.0,1.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.27,5.07,10.34,10.0,6.49,14.14,4.82,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-118.0,100.0,39.06,32.76
2025-03-29,778520,San Diego Padres,Atlanta Braves,Petco Park,40.67,28.69,12.0,62.3,0.0,9.8,1,1.0,0.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.41,16.01,8.75,7.5,0.0,12.69,6.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,129.0,-149.0,37.45,23.57
2025-03-29,778532,Arizona Diamondbacks,Chicago Cubs,Chase Field,47.22,41.26,6.0,57.9,0.0,9.3,7,3.0,4.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,6.49,12.73,15.0,10.0,6.49,9.77,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-120.0,100.0,45.95,40.78
2025-03-29,778533,Los Angeles Dodgers,Detroit Tigers,Dodger Stadium,53.81,27.75,26.1,61.3,0.0,9.6,10,7.0,3.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,17.3,16.68,6.83,10.0,5.41,2.69,9.65,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-208.0,175.0,51.74,27.49
2025-03-29,778521,Seattle Mariners,Athletics,T-Mobile Park,36.54,28.6,7.9,64.4,0.0,10.0,6,2.0,4.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,1.62,13.48,5.94,12.5,7.03,8.34,3.23,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-175.0,150.0,30.73,25.49
2025-03-30,778526,Washington Nationals,Philadelphia Phillies,Nationals Park,33.35,64.79,31.4,58.5,0.0,9.2,6,5.0,1.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,0.0,13.54,6.81,10.0,28.65,17.91,10.73,7.5,1.0,0.0,0.0,0.0,55.0,55.0,125.0,-141.0,28.22,66.82
2025-03-30,778523,New York Yankees,Milwaukee Brewers,Yankee Stadium,42.64,32.45,10.2,61.0,0.0,9.6,15,12.0,3.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.81,11.15,10.18,7.5,4.86,7.03,13.06,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-149.0,125.0,42.31,32.65
2025-03-30,778525,Toronto Blue Jays,Baltimore Orioles,Rogers Centre,32.75,51.44,18.7,60.0,0.0,9.4,4,3.0,1.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,0.0,13.34,6.41,10.0,0.54,30.0,10.9,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-133.0,114.0,27.57,43.13
2025-03-30,778522,Cincinnati Reds,San Francisco Giants,Great American Ball Park,50.35,57.22,6.9,55.2,0.0,8.8,9,3.0,6.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,1.08,19.01,15.0,12.5,22.7,27.31,0.0,7.5,1.01,0.0,0.0,0.0,55.0,55.0,104.0,-120.0,45.38,52.57
2025-03-30,778524,Tampa Bay Rays,Colorado Rockies,George M. Steinbrenner Field,59.69,48.72,11.0,54.4,0.0,8.8,10,6.0,4.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,16.22,22.06,5.91,12.5,2.16,30.0,9.06,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-185.0,154.0,54.87,41.12
2025-03-30,778519,Miami Marlins,Pittsburgh Pirates,loanDepot park,58.26,50.61,7.6,55.6,0.0,8.9,5,3.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.81,25.61,8.84,10.0,13.51,21.16,3.44,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-125.0,104.0,52.89,44.76
2025-03-30,778510,Kansas City Royals,Cleveland Guardians,Kauffman Stadium,41.84,40.49,1.4,58.7,0.0,9.4,8,2.0,6.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,2.16,20.02,12.16,4.5,6.49,12.57,8.93,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,-105.0,38.73,36.81
2025-03-30,778527,Chicago White Sox,Los Angeles Angels,Rate Field,55.92,57.7,1.8,44.5,-8.0,8.3,5,2.0,3.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.27,25.31,4.84,12.5,2.7,30.0,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,104.0,-125.0,48.61,50.97
2025-03-30,778517,St. Louis Cardinals,Minnesota Twins,Busch Stadium,34.11,46.87,12.8,61.7,0.0,9.6,11,9.0,2.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,6.49,8.94,3.18,12.5,7.03,17.89,11.95,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-105.0,-110.0,29.87,43.53
2025-03-30,778516,Texas Rangers,Boston Red Sox,Globe Life Field,65.09,41.92,23.2,57.5,0.0,9.0,5,3.0,2.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,23.24,13.85,15.0,10.0,2.7,21.39,5.33,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-159.0,135.0,67.29,34.08
2025-03-30,778515,Arizona Diamondbacks,Chicago Cubs,Chase Field,42.08,38.48,3.6,59.2,0.0,9.4,16,10.0,6.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,17.07,9.51,12.5,8.65,14.45,5.38,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,35.9,34.67
2025-03-30,778513,Seattle Mariners,Athletics,T-Mobile Park,46.76,37.35,9.4,59.1,0.0,9.4,3,2.0,1.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,2.7,13.56,15.0,12.5,4.86,10.63,9.36,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-179.0,154.0,43.58,33.94
2025-03-30,778514,San Diego Padres,Atlanta Braves,Petco Park,51.77,26.67,25.1,61.8,0.0,9.6,5,5.0,0.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,10.27,16.73,11.77,10.0,0.0,11.18,5.49,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-130.0,110.0,49.42,21.82
2025-03-31,778506,Chicago White Sox,Minnesota Twins,Rate Field,65.13,60.27,4.9,37.0,-15.0,7.9,9,9.0,0.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,28.65,22.77,6.21,4.5,5.41,29.16,13.2,12.5,1.0,0.0,0.0,0.0,55.0,55.0,165.0,-200.0,65.66,53.06
2025-03-31,778504,Milwaukee Brewers,Kansas City Royals,American Family Field,45.0,41.21,3.8,61.7,0.0,9.5,12,1.0,11.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,11.35,13.02,5.55,12.5,0.54,16.09,15.0,10.0,1.02,0.0,0.0,0.0,55.0,55.0,-118.0,100.0,41.43,37.75
2025-03-31,778512,Baltimore Orioles,Boston Red Sox,Oriole Park at Camden Yards,21.85,39.71,17.9,64.5,0.0,10.0,13,8.0,5.0,True,AWAY,AWAY,0.5364,NO BET,,NO BET,LOSS,NO BET,NO BET,0.0,9.63,4.72,4.5,14.59,15.12,0.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-149.0,125.0,19.04,35.63
2025-03-31,778502,Philadelphia Phillies,Colorado Rockies,Citizens Bank Park,54.56,38.28,16.3,59.7,0.0,9.3,7,6.0,1.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,24.86,9.68,12.52,4.5,13.51,14.77,0.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-333.0,260.0,59.41,34.05
2025-03-31,778511,Cincinnati Reds,Texas Rangers,Great American Ball Park,38.17,34.63,3.5,61.8,0.0,9.7,17,14.0,3.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,1.62,14.57,9.16,10.0,6.49,17.67,0.64,10.0,1.01,0.0,0.0,0.0,55.0,55.0,110.0,-125.0,33.78,28.24
2025-03-31,778509,Miami Marlins,New York Mets,loanDepot park,43.47,42.83,0.6,57.8,0.0,9.3,14,4.0,10.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.27,10.41,7.29,12.5,11.89,20.8,2.64,7.5,1.0,0.0,0.0,0.0,55.0,55.0,160.0,-189.0,40.78,38.16
2025-03-31,778508,Tampa Bay Rays,Pittsburgh Pirates,George M. Steinbrenner Field,50.91,40.01,10.9,59.5,0.0,9.3,7,6.0,1.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,9.19,14.72,14.0,10.0,0.0,24.67,5.34,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-179.0,150.0,49.45,31.52
2025-03-31,778507,Toronto Blue Jays,Washington Nationals,Rogers Centre,37.72,48.89,11.2,60.4,0.0,9.4,7,5.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,4.86,17.08,5.28,7.5,20.54,18.05,0.3,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-164.0,145.0,33.17,45.44
2025-03-31,778503,St. Louis Cardinals,Los Angeles Angels,Busch Stadium,53.03,49.73,3.3,54.8,0.0,8.9,9,4.0,5.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,4.86,17.67,15.0,12.5,10.27,19.14,7.82,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-159.0,135.0,49.24,44.86
2025-03-31,778505,Houston Astros,San Francisco Giants,Daikin Park,40.46,47.77,7.3,59.7,0.0,9.4,9,2.0,7.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,1.08,15.82,10.56,10.0,28.11,6.46,0.7,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-125.0,104.0,35.97,48.39
2025-03-31,778499,San Diego Padres,Cleveland Guardians,Petco Park,55.93,26.67,29.3,61.4,0.0,9.5,9,7.0,2.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,13.51,19.31,10.11,10.0,0.0,11.18,5.49,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-135.0,114.0,53.18,21.82
2025-03-31,778496,Seattle Mariners,Detroit Tigers,T-Mobile Park,54.8,29.9,24.9,60.6,0.0,9.5,15,6.0,9.0,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,19.46,13.95,8.39,10.0,4.32,8.23,7.35,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-118.0,100.0,54.36,27.3
2025-03-31,778501,Athletics,Chicago Cubs,Sutter Health Park,41.45,32.96,8.5,62.6,0.0,9.7,21,3.0,18.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,3.24,15.13,10.08,10.0,0.0,15.32,5.14,12.5,1.0,0.0,0.0,0.0,55.0,55.0,125.0,-143.0,37.5,26.08
2025-03-31,778500,Los Angeles Dodgers,Atlanta Braves,Dodger Stadium,61.55,46.31,15.2,55.0,0.0,8.8,7,6.0,1.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,16.22,24.29,8.04,10.0,16.22,5.09,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-233.0,200.0,57.53,49.27
2025-04-01,778498,Cincinnati Reds,Texas Rangers,Great American Ball Park,35.4,62.87,27.5,59.1,0.0,9.2,1,0.0,1.0,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET,0.0,15.45,7.11,10.0,14.59,27.74,10.86,10.0,1.01,0.0,0.0,0.0,55.0,55.0,125.0,-149.0,29.87,58.34
2025-04-01,778497,Miami Marlins,New York Mets,loanDepot park,39.12,31.8,7.3,61.5,0.0,9.7,6,4.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,8.65,8.63,8.84,10.0,7.03,14.77,0.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,129.0,-149.0,37.79,26.11
2025-04-01,778493,Tampa Bay Rays,Pittsburgh Pirates,George M. Steinbrenner Field,53.03,64.06,11.0,52.7,0.0,8.6,7,7.0,0.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,11.35,22.22,6.46,10.0,20.54,26.61,6.91,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-159.0,145.0,48.05,60.09
2025-04-01,778492,New York Yankees,Arizona Diamondbacks,Yankee Stadium,28.0,27.54,0.5,63.9,0.0,10.1,12,5.0,7.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,4.86,7.79,7.85,4.5,0.0,8.73,11.31,7.5,1.0,0.0,0.0,0.0,55.0,55.0,104.0,-120.0,27.61,25.73
2025-04-01,778491,Toronto Blue Jays,Washington Nationals,Rogers Centre,42.48,43.98,1.5,53.1,0.0,9.0,8,5.0,3.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,8.11,14.72,6.15,7.5,2.7,20.44,7.84,10.0,1.0,3.0,0.0,0.0,55.0,55.0,-164.0,140.0,39.52,37.89
2025-04-01,778490,Chicago White Sox,Minnesota Twins,Rate Field,35.66,69.31,33.7,57.4,0.0,9.0,11,3.0,8.0,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET,7.03,8.72,6.91,10.0,18.92,30.0,7.89,12.5,1.0,0.0,0.0,0.0,55.0,55.0,140.0,-161.0,33.43,63.5
2025-04-01,778488,Milwaukee Brewers,Kansas City Royals,American Family Field,44.77,29.05,15.7,63.8,0.0,9.7,5,5.0,0.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,10.27,16.0,5.92,10.0,5.95,11.57,1.82,10.0,1.02,0.0,0.0,0.0,55.0,55.0,-125.0,110.0,41.09,24.5
2025-04-01,778495,St. Louis Cardinals,Los Angeles Angels,Busch Stadium,52.85,40.56,12.3,57.5,0.0,9.2,16,7.0,9.0,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,13.51,14.69,14.15,7.5,6.49,18.2,5.87,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-135.0,118.0,53.25,35.4
2025-04-01,778489,Houston Astros,San Francisco Giants,Daikin Park,44.72,65.73,21.0,55.0,0.0,8.8,4,1.0,3.0,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET,4.32,17.07,10.33,10.0,29.73,11.21,12.29,12.5,1.0,0.0,0.0,0.0,55.0,55.0,120.0,-139.0,40.56,68.54
2025-04-01,778485,San Diego Padres,Cleveland Guardians,Petco Park,35.42,33.91,1.5,62.9,0.0,9.8,7,7.0,0.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,2.7,16.77,8.45,4.5,0.0,16.39,5.02,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-169.0,145.0,32.31,26.71
2025-04-01,778486,Seattle Mariners,Detroit Tigers,T-Mobile Park,44.66,40.3,4.4,58.4,0.0,9.3,5,1.0,4.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,16.66,15.0,10.0,7.03,12.62,10.65,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-175.0,150.0,40.88,38.02
2025-04-01,778494,Athletics,Chicago Cubs,Sutter Health Park,42.37,32.84,9.5,60.9,0.0,9.6,11,4.0,7.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,4.86,13.67,10.84,10.0,1.62,13.73,4.99,12.5,1.0,0.0,0.0,0.0,55.0,55.0,114.0,-135.0,39.38,26.71
2025-04-01,778487,Los Angeles Dodgers,Atlanta Braves,Dodger Stadium,44.52,26.13,18.4,62.7,0.0,9.8,4,3.0,1.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,4.32,22.89,4.31,10.0,0.0,8.11,13.52,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-130.0,110.0,37.2,26.07
2025-04-02,778480,Cincinnati Reds,Texas Rangers,Great American Ball Park,44.03,38.45,5.6,61.7,0.0,9.5,1,0.0,1.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,4.32,21.0,5.92,10.0,7.03,19.52,2.09,10.0,1.01,0.0,0.0,0.0,55.0,55.0,-141.0,120.0,37.68,32.08
2025-04-02,778479,Tampa Bay Rays,Pittsburgh Pirates,George M. Steinbrenner Field,43.25,91.4,48.2,52.9,0.0,8.4,6,2.0,4.0,False,AWAY,AWAY,0.6785,NO BET,,NO BET,WIN,NO BET,NO BET,0.0,23.8,6.45,10.0,40.0,29.44,11.96,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-102.0,-115.0,35.29,92.41
2025-04-02,778477,Milwaukee Brewers,Kansas City Royals,American Family Field,37.54,50.61,13.1,60.7,0.0,9.4,5,3.0,2.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,6.49,15.53,2.87,10.0,8.65,24.15,8.32,10.0,1.02,0.0,0.0,0.0,55.0,55.0,-125.0,104.0,32.34,45.06
2025-04-02,778473,St. Louis Cardinals,Los Angeles Angels,Busch Stadium,49.97,48.85,1.1,56.9,0.0,9.1,17,12.0,5.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,3.78,18.19,15.0,10.0,10.27,18.61,12.47,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-143.0,125.0,46.64,47.02
2025-04-02,778474,Chicago White Sox,Minnesota Twins,Rate Field,41.43,52.46,11.0,57.3,0.0,9.2,7,1.0,6.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.95,18.22,4.26,10.0,1.08,30.0,11.38,10.0,1.0,0.0,0.0,0.0,55.0,55.0,160.0,-182.0,35.71,44.4
2025-04-02,778478,Toronto Blue Jays,Washington Nationals,Rogers Centre,47.46,36.71,10.8,56.0,0.0,9.2,6,4.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,11.89,13.45,6.12,10.0,0.0,19.29,6.92,7.5,1.0,3.0,0.0,0.0,55.0,55.0,-110.0,-110.0,44.85,30.91
2025-04-02,778471,Athletics,Chicago Cubs,Sutter Health Park,61.76,39.89,21.9,56.9,0.0,9.0,12,2.0,10.0,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,21.08,18.65,11.53,7.5,0.0,15.22,14.67,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-118.0,104.0,62.1,36.41
2025-04-02,778476,San Diego Padres,Cleveland Guardians,Petco Park,34.21,28.07,6.1,64.8,0.0,10.0,7,5.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,19.46,7.25,4.5,0.0,12.87,5.2,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-185.0,154.0,29.45,22.69
2025-04-02,778469,Seattle Mariners,Detroit Tigers,T-Mobile Park,42.5,45.65,3.1,57.7,0.0,9.3,5,3.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,3.78,12.88,12.84,10.0,15.14,11.01,15.0,4.5,1.0,0.0,0.0,0.0,55.0,55.0,104.0,-125.0,40.01,48.62
2025-04-02,778475,Houston Astros,San Francisco Giants,Daikin Park,49.64,36.49,13.1,59.1,0.0,9.4,9,3.0,6.0,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,14.59,18.68,8.87,4.5,11.35,12.64,0.0,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-169.0,145.0,48.81,31.51
2025-04-02,778481,Miami Marlins,New York Mets,loanDepot park,37.79,53.77,16.0,58.3,0.0,9.2,11,5.0,6.0,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET,8.65,5.56,10.58,10.0,22.7,16.65,6.92,7.5,1.0,0.0,0.0,0.0,55.0,55.0,179.0,-222.0,37.74,53.78
2025-04-02,778483,Baltimore Orioles,Boston Red Sox,Oriole Park at Camden Yards,36.89,27.4,9.5,63.1,0.0,9.9,3,0.0,3.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,2.16,6.73,15.0,10.0,0.0,10.16,12.74,4.5,1.0,0.0,0.0,0.0,55.0,55.0,110.0,-125.0,36.25,26.59
