date,game_id,home_team,away_team,venue,home_edge_score,away_edge_score,edge_diff,ou_score,ou_convergence_boost,model_total,actual_total,home_score,away_score,home_won,bet_signal,bet_side,model_win_prob,diff_signal,diff_side,ou_signal,ml_result,diff_result,ou_result,home_zone,home_pitch,home_walk,home_hand,away_zone,away_pitch,away_walk,away_hand,park_factor,park_weather_adj,home_bp_mod,away_bp_mod,home_bullpen_score,away_bullpen_score
2024-04-01,746085,Miami Marlins,Los Angeles Angels,loanDepot park,49.89,46.26,3.6,48.0,0.0,8.7,11,4,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,20.531000000000002,5.544,14.148666666666665,6.666666666666666,26.484500000000004,13.104666666666667,0.0,6.666666666666666,1.0,0,0.0,0.0,55.0,55.0
2024-04-01,745109,Tampa Bay Rays,Texas Rangers,Tropicana Field,54.16,48.18,6.0,47.0,0.0,8.6,12,3,9,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,22.5155,8.491999999999999,13.49,6.666666666666666,21.192500000000003,8.668,9.981333333333334,8.333333333333332,1.0,0,0.0,0.0,55.0,55.0
2024-04-01,745842,New York Mets,Detroit Tigers,Citi Field,46.63,33.73,12.9,51.0,0.0,9.1,5,0,5,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,19.208000000000002,13.940666666666667,7.486,3.0,8.61175,10.581999999999999,7.866,6.666666666666666,1.0,0,0.0,0.0,55.0,55.0
2024-04-01,746409,Houston Astros,Toronto Blue Jays,Minute Maid Park,33.0,34.58,1.6,56.7,3.0,9.6,10,10,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.6615000000000001,10.413333333333332,10.589333333333332,8.333333333333332,13.90375,2.0973333333333333,10.247333333333332,8.333333333333332,1.0,0,0.0,0.0,55.0,55.0
2024-04-01,745675,Oakland Athletics,Boston Red Sox,Oakland Coliseum,38.0,36.77,1.2,64.1,3.0,9.8,9,0,9,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,13.90375,11.535333333333332,7.194666666666666,5.0,4.6305000000000005,14.710666666666665,13.527999999999999,6.666666666666666,1.14,0,0.0,0.0,55.0,55.0
2024-04-01,745277,Seattle Mariners,Cleveland Guardians,T-Mobile Park,22.52,42.94,20.4,55.6,2.0,9.6,9,5,4,True,AWAY,AWAY,0.5329,NO BET,,NO BET,LOSS,NO BET,NO BET,5.292000000000001,9.254666666666665,1.976,3.0,14.565250000000002,8.675333333333333,13.033999999999999,6.666666666666666,1.0,0,0.0,0.0,55.0,55.0
2024-04-01,745437,San Diego Padres,St. Louis Cardinals,Petco Park,39.05,35.81,3.2,55.8,3.0,9.5,8,2,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.292000000000001,9.878,14.212,6.666666666666666,8.61175,10.347333333333331,10.184,6.666666666666666,1.0,0,0.0,0.0,55.0,55.0
2024-04-01,747218,Arizona Diamondbacks,New York Yankees,Chase Field,44.72,33.05,11.7,53.3,2.0,9.3,7,2,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,13.90375,4.392666666666667,16.758,6.666666666666666,5.953500000000001,7.076666666666666,13.350666666666665,6.666666666666666,1.0,0,0.0,0.0,55.0,55.0
2024-04-01,746170,Los Angeles Dodgers,San Francisco Giants,Dodger Stadium,61.97,33.22,28.8,48.2,0.0,8.8,11,8,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,30.453500000000002,10.809333333333333,9.373333333333333,8.333333333333332,0.0,7.553333333333334,19.0,6.666666666666666,1.0,0,0.0,0.0,55.0,55.0
2024-04-02,746009,Milwaukee Brewers,Minnesota Twins,American Family Field,59.99,40.63,19.4,51.0,0.0,8.8,5,3,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,19.208000000000002,14.358666666666664,19.0,5.0,5.953500000000001,9.415999999999999,19.0,6.666666666666666,1.02,0,0.0,0.0,55.0,55.0
